"No_";"Name";"Customer Posting Group";"Creation Date";"VIP";"Country_Region Code";"City";"BirthDate";"MaritalStatus";"Gender";"EmailAddress";"AnnualIncome";"TotalChildren";"EducationLevel";"Occupation";"HomeOwner"
"CLI1539";"JOSEPH HARRIS";"S_2";"5/13/2015 12:00:00 AM";0;"RO";"Constanza";"11/14/1947";"M";"M";"joseph20@adventure-works.com";"$90,000";5;"Partial High School";"Skilled Manual";"Y"
"CLI1540";"GRACE GRIFFIN";"S_2";"3/6/2017 12:00:00 AM";0;"LT";"Trakai";"5/22/1976";"S";"F";"grace67@adventure-works.com";"$60,000";0;"Bachelors";"Professional";"N"
"CLI1541";"TINA MEHTA";"S_2";"1/16/2015 12:00:00 AM";0;"SD";"Omdurmán";"4/28/1976";"M";"F";"tina15@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"Y"
"CLI1543";"BETHANY CHANDER";"S_2";"10/21/2016 12:00:00 AM";0;"EC";"Tena";"8/12/1974";"S";"F";"bethany19@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"N"
"CLI1544";"JENNIFER ROBERTS";"S_2";"2/18/2021 12:00:00 AM";0;"RS";"Leskonac";"8/16/1974";"M";"F";"jennifer15@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"Y"
"CLI1546";"ALVIN HU";"S_2";"5/22/2014 12:00:00 AM";0;"LK";"Udawalawa";"2/2/1975";"M";"M";"alvin19@adventure-works.com";"$80,000";0;"Bachelors";"Professional";"Y"
"CLI1547";"BRETT MEHTA";"S_2";"7/17/2014 12:00:00 AM";0;"AU";"Perth";"11/12/1975";"S";"M";"brett13@adventure-works.com";"$130,000";4;"High School";"Management";"Y"
"CLI1550";"STANLEY MALHOTRA";"S_2";"4/29/2015 12:00:00 AM";0;"AE";"Al Ain";"8/21/1973";"S";"M";"stanley5@adventure-works.com";"$80,000";0;"Bachelors";"Professional";"N"
"CLI1555";"JAIME GUTIERREZ";"S_2";"10/27/2020 12:00:00 AM";0;"ES";"Almeria";"5/21/1973";"M";"F";"jaime12@adventure-works.com";"$90,000";0;"Bachelors";"Professional";"Y"
"CLI1559";"VICTOR JIMENEZ";"S_2";"5/7/2020 12:00:00 AM";0;"LV";"Riga";"3/25/1972";"S";"M";"victor7@adventure-works.com";"$90,000";0;"Bachelors";"Professional";"N"
"CLI1561";"ALISHA BECK";"S_2";"12/1/2020 12:00:00 AM";0;"BF";"Bobo-Dioulasso";"3/12/1972";"M";"F";"alisha45@adventure-works.com";"$110,000";0;"High School";"Management";"N"
"CLI1562";"ALEJANDRO HUANG";"S_2";"6/20/2018 12:00:00 AM";0;"FI";"Imatra";"11/16/1971";"M";"M";"alejandro8@adventure-works.com";"$90,000";0;"Bachelors";"Professional";"Y"
"CLI1563";"LOUIS LUO";"S_2";"10/30/2017 12:00:00 AM";0;"BF";"Bobo-Dioulasso";"2/19/1971";"M";"M";"louis23@adventure-works.com";"$90,000";0;"Bachelors";"Professional";"N"
"CLI1564";"GRANT TANG";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Kuusamo";"8/3/1971";"M";"M";"grant6@adventure-works.com";"$150,000";0;"Partial High School";"Management";"Y"
"CLI1565";"ARTURO ZHENG";"S_2";"5/30/2017 12:00:00 AM";0;"FR";"Paris";"10/7/1969";"M";"M";"arturo21@adventure-works.com";"$170,000";1;"Graduate Degree";"Management";"Y"
"CLI1570";"KENNETH KUMAR";"S_2";"5/22/2014 12:00:00 AM";0;"FI";"Kouvola";"4/3/1963";"S";"M";"kenneth7@adventure-works.com";"$60,000";3;"Bachelors";"Professional";"Y"
"CLI1571";"GRACE HENDERSON";"S_2";"2/18/2021 12:00:00 AM";0;"PT";"Aveiro";"8/2/1980";"S";"F";"grace52@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"N"
"CLI1573";"CESAR SUBRAM";"S_2";"7/22/2019 12:00:00 AM";0;"GR";"Tebas";"10/9/1978";"S";"NA";"cesar12@adventure-works.com";"$30,000";0;"High School";"Manual";"N"
"CLI1580";"ERICA HU";"S_2";"8/5/2014 12:00:00 AM";0;"FI";"Mikkeli";"5/23/1973";"M";"F";"erica19@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1581";"ADRIENNE TORRES";"S_2";"1/13/2015 12:00:00 AM";0;"CZ";"Ostrava";"7/19/1972";"S";"F";"adrienne8@adventure-works.com";"$30,000";0;"High School";"Manual";"N"
"CLI1583";"ERICK SAI";"S_2";"7/11/2019 12:00:00 AM";0;"FI";"Naantali";"3/6/1972";"S";"M";"erick5@adventure-works.com";"$40,000";2;"Partial College";"Clerical";"Y"
"CLI1586";"ARIANA ROGERS";"S_2";"1/28/2021 12:00:00 AM";0;"RS";"Smederevo";"5/25/1971";"S";"F";"ariana17@adventure-works.com";"$10,000";0;"Partial High School";"Manual";"Y"
"CLI1588";"JERMAINE LOPEZ";"S_2";"3/1/2017 12:00:00 AM";0;"RS";"Jagodina";"9/21/1971";"S";"M";"jermaine15@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"Y"
"CLI1590";"DEBORAH GOEL";"S_2";"1/23/2020 12:00:00 AM";0;"GH";"Koforidua";"3/7/1971";"S";"F";"deborah21@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"N"
"CLI1591";"DANNY RUBIO";"S_2";"7/3/2019 12:00:00 AM";0;"BF";"Bobo-Dioulasso";"1/6/1971";"S";"M";"danny22@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"N"
"CLI1593";"ANDRE PEREZ";"S_2";"6/28/2016 12:00:00 AM";0;"PE";"Chimbote";"4/6/1971";"M";"M";"andre20@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"N"
"CLI1596";"FRANCIS JIMENEZ";"S_2";"3/1/2016 12:00:00 AM";0;"CZ";"Pilsen";"9/4/1971";"S";"M";"francis3@adventure-works.com";"$40,000";2;"Partial College";"Clerical";"Y"
"CLI1602";"JARED PETERSON";"S_2";"9/15/2015 12:00:00 AM";0;"CY";"Pafos";"3/7/1975";"S";"M";"jared8@adventure-works.com";"$40,000";4;"Partial College";"Clerical";"Y"
"CLI1606";"JORDAN BAKER";"S_2";"3/11/2021 12:00:00 AM";0;"PE";"Tacna";"4/20/1931";"M";"F";"jordan45@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1613";"CALEB PERRY";"S_2";"7/3/2019 12:00:00 AM";0;"GR";"Larisa";"6/14/1953";"M";"M";"caleb4@adventure-works.com";"$30,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1614";"NATALIE CAMPBELL";"S_2";"7/3/2019 12:00:00 AM";0;"SI";"Poprad";"8/13/1954";"S";"F";"natalie50@adventure-works.com";"$20,000";3;"Partial High School";"Manual";"Y"
"CLI1624";"CHRISTIAN HUGHES";"S_2";"3/15/2021 12:00:00 AM";0;"GR";"Corinto";"12/23/1955";"M";"M";"christian26@adventure-works.com";"$80,000";5;"Graduate Degree";"Skilled Manual";"Y"
"CLI1626";"ALYSSA JACKSON";"S_2";"7/2/2019 12:00:00 AM";1;"GR";"Nauplia";"1/23/1956";"M";"F";"alyssa11@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1627";"ARIANA COOK";"S_2";"3/17/2021 12:00:00 AM";1;"PT";"Braga";"1/9/1956";"M";"F";"ariana19@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1628";"KATHERINE DIAZ";"S_2";"3/29/2021 12:00:00 AM";1;"LT";"Klaipéda";"8/6/1956";"M";"NA";"katherine48@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1630";"JOAN WASHINGTON";"S_2";"7/3/2019 12:00:00 AM";0;"CY";"Kyrenia";"8/19/1957";"M";"F";"joan7@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1631";"AUSTIN BRYANT";"S_2";"1/31/2020 12:00:00 AM";0;"RS";"Pirot";"11/16/1957";"M";"M";"austin14@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1632";"ANDREW MARTINEZ";"S_2";"7/3/2019 12:00:00 AM";0;"FI";"Hanko";"7/26/1957";"M";"M";"andrew24@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1634";"LAUREN MILLER";"S_2";"4/13/2021 12:00:00 AM";0;"HR";"Trogir";"2/26/1957";"M";"F";"lauren24@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1635";"EBONY GILL";"S_2";"4/9/2021 12:00:00 AM";0;"RS";"Sremski Karlovci";"7/21/1957";"M";"F";"ebony35@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1637";"DEVIN NELSON";"S_2";"10/26/2016 12:00:00 AM";0;"FI";"Hanko";"7/3/1958";"M";"M";"devin32@adventure-works.com";"$60,000";4;"Graduate Degree";"Skilled Manual";"Y"
"CLI1646";"JOEL GARCIA";"S_2";"7/3/2019 12:00:00 AM";0;"FI";"Naantali";"5/7/1968";"M";"M";"joel14@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1647";"REGINALD DOMINGUEZ";"S_2";"4/17/2020 12:00:00 AM";0;"FI";"Pori";"3/25/1968";"M";"M";"reginald20@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1652";"DEB TORRES";"S_2";"4/28/2020 12:00:00 AM";0;"TR";"Adana";"8/8/1968";"S";"F";"deb4@adventure-works.com";"$40,000";0;"Bachelors";"Clerical";"Y"
"CLI1654";"EDDIE RUBIO";"S_2";"7/19/2019 12:00:00 AM";0;"PT";"Lagos";"5/27/1967";"S";"M";"eddie21@adventure-works.com";"$20,000";1;"Partial College";"Manual";"N"
"CLI1656";"SYDNEY SIMMONS";"S_2";"7/3/2019 12:00:00 AM";0;"GR";"Delfos";"9/28/1926";"S";"F";"sydney37@adventure-works.com";"$10,000";4;"High School";"Manual";"Y"
"CLI1657";"ALEXANDRIA HENDERSON";"S_2";"6/28/2016 12:00:00 AM";0;"GR";"Oya";"7/8/1926";"M";"F";"alexandria5@adventure-works.com";"$40,000";1;"Bachelors";"Clerical";"Y"
"CLI1659";"FELICIA RAMOS";"S_2";"1/31/2020 12:00:00 AM";0;"RS";"Golubac";"1/15/1967";"S";"F";"felicia16@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"N"
"CLI1660";"IVAN MALHOTRA";"S_2";"1/8/2021 12:00:00 AM";0;"FR";"Paris";"8/22/1967";"S";"M";"ivan3@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"N"
"CLI1663";"BRIANA DOMINGUEZ";"S_2";"6/28/2016 12:00:00 AM";0;"CZ";"Ostrava";"7/24/1966";"S";"F";"briana12@adventure-works.com";"$10,000";5;"Partial High School";"Manual";"Y"
"CLI1664";"JARROD GONZALEZ";"S_2";"6/28/2016 12:00:00 AM";0;"LK";"Menneriya";"4/19/1966";"M";"M";"jarrod17@adventure-works.com";"$20,000";1;"High School";"Manual";"Y"
"CLI1666";"JORGE LIANG";"S_2";"6/4/2021 12:00:00 AM";0;"RO";"Bucarest";"7/12/1966";"S";"M";"jorge19@adventure-works.com";"$20,000";1;"High School";"Manual";"N"
"CLI1667";"ERIK DIAZ";"S_2";"5/20/2021 12:00:00 AM";0;"RS";"Vrbas";"7/2/1966";"S";"M";"erik4@adventure-works.com";"$20,000";2;"High School";"Manual";"Y"
"CLI1668";"APRIL SHAN";"S_2";"9/2/2015 12:00:00 AM";0;"GR";"Volos";"9/2/1967";"M";"F";"april8@adventure-works.com";"$40,000";0;"Bachelors";"Clerical";"Y"
"CLI1669";"CARLA PEREZ";"S_2";"6/28/2016 12:00:00 AM";0;"LT";"Kaunas";"9/23/1967";"M";"F";"carla24@adventure-works.com";"$40,000";0;"Bachelors";"Clerical";"Y"
"CLI1672";"KRISTIN ANDERSEN";"S_2";"7/3/2019 12:00:00 AM";0;"RS";"Kikinda";"1/22/1966";"M";"F";"kristin14@adventure-works.com";"$30,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1673";"JOEL SAI";"S_2";"8/17/2017 12:00:00 AM";0;"BF";"Kaya";"5/18/1966";"M";"M";"joel5@adventure-works.com";"$30,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1679";"JANET SERRANO";"S_2";"12/22/2015 12:00:00 AM";0;"MD";"Orhei";"10/22/1965";"M";"F";"janet22@adventure-works.com";"$30,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1680";"TRISHA HUANG";"S_2";"2/8/2021 12:00:00 AM";0;"FI";"Pori";"11/8/1964";"S";"F";"trisha0@adventure-works.com";"$10,000";3;"Partial High School";"Manual";"Y"
"CLI1681";"CLAYTON BECK";"S_2";"8/13/2019 12:00:00 AM";0;"LK";"Ratnapura";"8/20/1964";"S";"M";"clayton38@adventure-works.com";"$20,000";3;"High School";"Manual";"Y"
"CLI1682";"MELVIN RAJE";"S_2";"6/20/2017 12:00:00 AM";0;"GH";"Nungua";"9/12/1933";"M";"M";"melvin12@adventure-works.com";"$30,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1684";"CLAUDIA MA";"S_2";"5/5/2020 12:00:00 AM";1;"TR";"Konya";"4/13/1963";"S";"F";"claudia14@adventure-works.com";"$30,000";2;"Partial College";"Clerical";"Y"
"CLI1685";"KARLA XU";"S_2";"1/31/2020 12:00:00 AM";0;"CZ";"Praga";"9/26/1965";"S";"F";"karla5@adventure-works.com";"$30,000";2;"Partial College";"Clerical";"Y"
"CLI1686";"DEVIN CARTER";"S_2";"1/25/2018 12:00:00 AM";0;"GH";"Dome";"11/22/1965";"M";"M";"devin33@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1687";"KARI PEREZ";"S_2";"4/19/2016 12:00:00 AM";0;"FI";"Hanko";"3/8/1965";"M";"F";"kari21@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1694";"DARRELL RAJI";"S_2";"6/29/2018 12:00:00 AM";0;"SD";"Suakin";"9/4/1978";"S";"M";"darrell9@adventure-works.com";"$20,000";0;"High School";"Manual";"N"
"CLI1696";"COREY GOEL";"S_2";"4/6/2021 12:00:00 AM";1;"RS";"Ub";"11/4/1979";"S";"M";"corey16@adventure-works.com";"$20,000";4;"High School";"Manual";"Y"
"CLI1697";"SEBASTIAN HOWARD";"S_2";"2/2/2021 12:00:00 AM";0;"PE";"Jaén";"7/2/1979";"S";"M";"sebastian12@adventure-works.com";"$20,000";5;"High School";"Manual";"Y"
"CLI1698";"ROGER RAJE";"S_2";"12/9/2020 12:00:00 AM";1;"SI";"Nitra";"9/3/1963";"M";"M";"roger41@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1700";"MEREDITH RUIZ";"S_2";"7/3/2019 12:00:00 AM";0;"AE";"Al Ain";"7/2/1978";"S";"F";"meredith24@adventure-works.com";"$30,000";3;"Partial College";"Clerical";"Y"
"CLI1705";"LARRY GILL";"S_2";"7/3/2019 12:00:00 AM";0;"MO";"Rabat";"4/13/1977";"S";"M";"larry16@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"N"
"CLI1707";"EDGAR SANCHEZ";"S_2";"4/20/2020 12:00:00 AM";0;"AU";"Perth";"6/3/1977";"S";"M";"edgar21@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"Y"
"CLI1708";"HEIDI SUBRAM";"S_2";"2/25/2021 12:00:00 AM";0;"RS";"Kula";"11/20/1976";"S";"F";"heidi15@adventure-works.com";"$20,000";0;"High School";"Manual";"N"
"CLI1709";"MELODY RAMOS";"S_2";"4/10/2017 12:00:00 AM";0;"EC";"Latacunga";"2/3/1975";"S";"F";"melody17@adventure-works.com";"$10,000";0;"Partial High School";"Manual";"N"
"CLI1710";"CLINTON MORENO";"S_2";"12/13/2016 12:00:00 AM";0;"BF";"Kaya";"5/9/1975";"S";"M";"clinton3@adventure-works.com";"$20,000";0;"High School";"Manual";"Y"
"CLI1714";"ERNEST LIN";"S_2";"10/8/2020 12:00:00 AM";0;"RO";"Bucarest";"2/27/1974";"M";"M";"ernest7@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"N"
"CLI1716";"MEREDITH PRASAD";"S_2";"3/5/2021 12:00:00 AM";0;"FR";"Paris";"11/3/1975";"S";"F";"meredith8@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"N"
"CLI1723";"MEGAN RODRIGUEZ";"S_2";"1/8/2021 12:00:00 AM";0;"FR";"Paris";"4/20/1973";"S";"F";"megan23@adventure-works.com";"$50,000";0;"Graduate Degree";"Skilled Manual";"Y"
"CLI1728";"ZACHARY MOORE";"S_2";"2/11/2021 12:00:00 AM";1;"RS";"Zemun";"1/19/1973";"M";"M";"zachary37@adventure-works.com";"$50,000";1;"Graduate Degree";"Skilled Manual";"Y"
"CLI1732";"ISAIAH WRIGHT";"S_2";"1/8/2021 12:00:00 AM";0;"FR";"Paris";"2/8/1971";"S";"M";"isaiah45@adventure-works.com";"$40,000";4;"High School";"Skilled Manual";"Y"
"CLI1734";"ANTONIO BENNETT";"S_2";"9/14/2017 12:00:00 AM";0;"CZ";"Ostrava";"2/13/1971";"M";"M";"antonio1@adventure-works.com";"$60,000";1;"Graduate Degree";"Skilled Manual";"Y"
"CLI1735";"THOMAS ANDERSON";"S_2";"1/8/2021 12:00:00 AM";0;"FR";"Paris";"5/26/1972";"M";"M";"thomas71@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1736";"SAMUEL COLLINS";"S_2";"1/31/2020 12:00:00 AM";0;"RS";"Pristina";"6/12/1972";"M";"M";"samuel33@adventure-works.com";"$60,000";1;"Graduate Degree";"Skilled Manual";"Y"
"CLI1739";"MORGAN HERNANDEZ";"S_2";"3/8/2021 12:00:00 AM";0;"RO";"Bucarest";"8/14/1972";"M";"F";"morgan15@adventure-works.com";"$70,000";1;"Graduate Degree";"Professional";"Y"
"CLI1743";"JAMES CHEN";"S_2";"7/3/2019 12:00:00 AM";0;"CZ";"Pilsen";"8/12/1970";"M";"M";"james41@adventure-works.com";"$50,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1749";"RANDY WU";"S_2";"2/15/2021 12:00:00 AM";0;"RS";"Pec";"9/22/1969";"S";"M";"randy8@adventure-works.com";"$40,000";2;"Bachelors";"Skilled Manual";"N"
"CLI1751";"IAN WHITE";"S_2";"1/31/2020 12:00:00 AM";0;"RS";"Pirot";"1/26/1969";"M";"M";"ian12@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1752";"CALEB HAYES";"S_2";"1/8/2021 12:00:00 AM";0;"FR";"Paris";"7/26/1969";"M";"M";"caleb19@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1753";"PATRICIA GARCIA";"S_2";"2/18/2020 12:00:00 AM";0;"AU";"Adelaida";"12/17/1971";"M";"F";"patricia18@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1756";"ARIANA SANCHEZ";"S_2";"1/28/2021 12:00:00 AM";0;"CZ";"Brno";"9/19/1971";"M";"F";"ariana22@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1757";"TAMARA SHARMA";"S_2";"7/3/2019 12:00:00 AM";0;"CZ";"Praga";"4/1/1971";"S";"F";"tamara21@adventure-works.com";"$70,000";2;"Graduate Degree";"Professional";"Y"
"CLI1760";"ROBERT MITCHELL";"S_2";"11/24/2020 12:00:00 AM";0;"PT";"Évora";"2/7/1969";"M";"M";"robert53@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1761";"MIGUEL ADAMS";"S_2";"6/1/2021 12:00:00 AM";1;"PE";"Abancay";"4/22/1969";"S";"M";"miguel32@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1762";"MIRANDA GONZALES";"S_2";"5/12/2021 12:00:00 AM";0;"HR";"Porec";"1/22/1969";"M";"F";"miranda17@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1763";"JEREMIAH JAMES";"S_2";"10/16/2020 12:00:00 AM";1;"BF";"Réo";"1/7/1970";"S";"M";"jeremiah39@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1764";"ETHAN KUMAR";"S_2";"7/3/2019 12:00:00 AM";0;"TR";"Bursa";"7/4/1970";"S";"M";"ethan24@adventure-works.com";"$60,000";2;"Graduate Degree";"Professional";"Y"
"CLI1765";"SETH WILLIAMS";"S_2";"8/10/2018 12:00:00 AM";0;"GH";"Ho";"2/25/1970";"M";"M";"seth2@adventure-works.com";"$70,000";4;"Graduate Degree";"Professional";"Y"
"CLI1768";"ANGEL BAKER";"S_2";"11/27/2019 12:00:00 AM";0;"TR";"Alanya";"12/17/1970";"M";"M";"angel30@adventure-works.com";"$80,000";2;"Graduate Degree";"Professional";"Y"
"CLI1769";"BLAKE MOORE";"S_2";"10/4/2018 12:00:00 AM";0;"IS";"Hvammstangi";"6/21/1967";"M";"M";"blake7@adventure-works.com";"$70,000";2;"Bachelors";"Skilled Manual";"Y"
"CLI1772";"JACQUELINE PERRY";"S_2";"11/20/2019 12:00:00 AM";0;"TR";"Mersin";"10/17/1967";"S";"F";"jacqueline8@adventure-works.com";"$70,000";2;"Bachelors";"Skilled Manual";"Y"
"CLI1774";"CHAD JAI";"S_2";"7/3/2019 12:00:00 AM";0;"FI";"Rauma";"9/21/1966";"M";"M";"chad13@adventure-works.com";"$60,000";3;"Bachelors";"Skilled Manual";"Y"
"CLI1775";"SUSAN YE";"S_2";"5/6/2020 12:00:00 AM";0;"RS";"Kula";"2/7/1966";"S";"F";"susan19@adventure-works.com";"$60,000";3;"Bachelors";"Skilled Manual";"Y"
"CLI1776";"MORGAN ROGERS";"S_2";"1/20/2020 12:00:00 AM";1;"ES";"Mérida";"8/18/1966";"M";"F";"morgan49@adventure-works.com";"$60,000";0;"Graduate Degree";"Professional";"Y"
"CLI1777";"DEVIN MARTINEZ";"S_2";"7/3/2019 12:00:00 AM";0;"BF";"Réo";"2/2/1966";"S";"M";"devin16@adventure-works.com";"$70,000";4;"Graduate Degree";"Professional";"Y"
"CLI1778";"ALAN HU";"S_2";"4/28/2021 12:00:00 AM";0;"TR";"Mardin";"2/13/1966";"M";"M";"alan24@adventure-works.com";"$80,000";0;"Graduate Degree";"Professional";"Y"
"CLI1780";"JOHNNY CHAVEZ";"S_2";"4/29/2021 12:00:00 AM";0;"MD";"Drochia";"1/28/1969";"M";"M";"johnny16@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"Y"
"CLI1781";"DALTON RICHARDSON";"S_2";"7/3/2019 12:00:00 AM";0;"LK";"Mannar";"5/8/1969";"M";"M";"dalton80@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"Y"
"CLI1783";"ABIGAIL JONES";"S_2";"7/2/2019 12:00:00 AM";1;"BR";"Brasilia";"8/7/1969";"M";"F";"abigail50@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"Y"
"CLI1787";"JOSE GRIFFIN";"S_2";"7/3/2019 12:00:00 AM";0;"IS";"Djúpivogur";"2/7/1965";"M";"M";"jose15@adventure-works.com";"$40,000";0;"Bachelors";"Professional";"N"
"CLI1788";"CODY TORRES";"S_2";"5/4/2021 12:00:00 AM";0;"BR";"Brasilia";"7/13/1965";"S";"M";"cody5@adventure-works.com";"$40,000";0;"Bachelors";"Professional";"N"
"CLI1789";"VICTORIA MORRIS";"S_2";"7/31/2019 12:00:00 AM";1;"CY";"Paralimni";"12/25/1965";"S";"F";"victoria26@adventure-works.com";"$80,000";3;"Bachelors";"Skilled Manual";"Y"
"CLI1791";"CAROLINE BUTLER";"S_2";"1/28/2021 12:00:00 AM";0;"CZ";"Brno";"1/13/1965";"M";"F";"caroline15@adventure-works.com";"$60,000";0;"Graduate Degree";"Professional";"Y"
"CLI1793";"CALEB GONZALES";"S_2";"5/4/2021 12:00:00 AM";1;"RS";"Leskonac";"6/19/1964";"M";"M";"caleb14@adventure-works.com";"$40,000";0;"Bachelors";"Professional";"N"
"CLI1794";"HAILEY DIAZ";"S_2";"7/3/2019 12:00:00 AM";0;"AU";"Gold Coast";"9/24/1964";"S";"F";"hailey42@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"N"
"CLI1797";"MACKENZIE CAMPBELL";"S_2";"3/9/2021 12:00:00 AM";1;"RS";"Leskonac";"4/5/1964";"S";"F";"mackenzie29@adventure-works.com";"$50,000";5;"Bachelors";"Skilled Manual";"Y"
"CLI1798";"EDUARDO LEE";"S_2";"4/23/2021 12:00:00 AM";0;"TR";"Bodrum";"6/24/1964";"M";"M";"eduardo21@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI1799";"JACKSON WRIGHT";"S_2";"7/3/2019 12:00:00 AM";0;"FI";"Kemi";"11/25/1964";"M";"M";"jackson51@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI1801";"XAVIER RICHARDSON";"S_2";"12/11/2019 12:00:00 AM";0;"SG";"Punggol";"11/25/1963";"S";"M";"xavier76@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"N"
"CLI1803";"JENNY ZHOU";"S_2";"8/14/2020 12:00:00 AM";1;"RS";"Pristina";"10/17/1963";"S";"F";"jenny11@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI1804";"KAYLEE BAKER";"S_2";"9/18/2020 12:00:00 AM";0;"BF";"Réo";"6/24/1968";"S";"F";"kaylee39@adventure-works.com";"$60,000";0;"Bachelors";"Professional";"N"
"CLI1805";"BROOKE RICHARDSON";"S_2";"7/3/2019 12:00:00 AM";0;"IS";"Eyrarbakki";"5/21/1968";"S";"F";"brooke9@adventure-works.com";"$60,000";2;"Graduate Degree";"Professional";"Y"
"CLI1806";"BLAKE PEREZ";"S_2";"2/13/2020 12:00:00 AM";0;"AE";"Sarja";"2/14/1963";"M";"M";"blake39@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI1807";"NATALIE COOK";"S_2";"3/15/2021 12:00:00 AM";1;"TR";"Aydin";"12/22/1963";"S";"F";"natalie5@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI1809";"HAILEY COLLINS";"S_2";"2/11/2021 12:00:00 AM";1;"RS";"Pirot";"2/19/1963";"S";"F";"hailey45@adventure-works.com";"$60,000";3;"Graduate Degree";"Professional";"N"
"CLI1810";"ZOE RAMIREZ";"S_2";"5/5/2021 12:00:00 AM";0;"RS";"Pirot";"3/20/1962";"M";"F";"zoe6@adventure-works.com";"$40,000";3;"High School";"Skilled Manual";"Y"
"CLI1814";"ALEXANDRIA LONG";"S_2";"12/12/2019 12:00:00 AM";0;"IS";"Ólafsvik";"10/18/1962";"M";"F";"alexandria9@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1815";"CHLOE ROBINSON";"S_2";"6/3/2021 12:00:00 AM";0;"RS";"Pristina";"9/21/1962";"M";"F";"chloe28@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1816";"EVAN KELLY";"S_2";"10/1/2020 12:00:00 AM";0;"LT";"Vilna";"10/21/1961";"S";"M";"evan2@adventure-works.com";"$40,000";4;"High School";"Skilled Manual";"Y"
"CLI1817";"MARCUS JONES";"S_2";"6/1/2021 12:00:00 AM";0;"RS";"Vranje";"9/2/1961";"M";"M";"marcus3@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"N"
